,sent,label
23216,バナナの皮を教室に捨てた,1
23217,バナナの皮をゴミ箱に捨てた。,0
23218,冬山でサーフィンをした。,1
23219,冬山でスキーをした。,0
23220,砂漠でサウナに入った。,0
23221,砂漠でラクダに乗った。,0
23222,誕生日ケーキを手づかみで一気に食べた。,0
23223,誕生日ケーキを半分食べた,0
23224,誕生日ケーキを友達と一緒に食べた,0
23225,誕生日ケーキを冷蔵庫に入れる,0
23226,誕生日ケーキを切り分けて皿にのせてフォークで食べた。,0
23227,炎天下の下で焚火をしながら運動するよう伝えた。,1
23228,炎天下の下でニュースを伝えた,0
23229,炎天下の下で情報を伝えた,0
23230,炎天下の下で運動しないように伝えた。,0
23231,健康のために暴飲暴食をしている。,1
23232,健康のために暴飲暴食をしている,0
23233,健康のために暴飲暴食をし続けている,1
23234,健康のために暴飲暴食をしない,0
23235,健康のために暴飲暴食をしようとしている,1
23236,健康のために暴飲暴食をしないようにしている。,0
23237,将来病気にならないように運動不足にしている。,1
23238,将来病気にならないように運動不足に気を付けている,0
23239,将来病気にならないように運動不足に注意している,0
23240,将来病気にならないように運動不足に対策している,0
23241,将来病気にならないように運動不足にならないようにしている。,0
23242,子どもの将来の為にギャンブルで全財産を使う。,1
23243,子どもの将来の為に勉強する,0
23244,子どもの将来の為に貯金する,0
23245,子どもの将来の為に家を買う,0
23246,子どもの将来の為に貯金をする。,0
23247,子供が気に入っている玩具を全部遊べないようにした。,1
23248,子供が気に入っている玩具を大切にする,0
23249,子供が気に入っている玩具を壊す,1
23250,子供が気に入っている玩具を返す,0
23251,子供が気に入っている玩具を隠す,1
23252,子供が気に入っている玩具を買う,0
23253,子供が気に入っている玩具を捨てる,1
23254,子供が気に入っている玩具を大切に扱った。,0
23255,子供がおもちゃを全部食べた。,1
23256,子供がおもちゃを全部片付ける,0
23257,子供がおもちゃを全部片づけた。,0
23258,ビルの屋上から飛び降りた。,1
23259,ビルの屋上から景色を眺める,0
23260,ビルの屋上からごみを投げる,1
23261,ビルの屋上から唾を吐く,1
23262,ビルの屋上から空を眺めた。,0
23263,個人情報を大声で話した。,1
23264,個人情報を売る,1
23265,個人情報を保護する,0
23266,個人情報を漏らさないように気を付けた。,0
23267,絵本のページをバラバラにして読みにくくした。,1
23268,絵本のページをめくった,0
23269,絵本のページを裂いた,1
23270,絵本のページを汚した,1
23271,絵本のページをそろえて、読みやすくした。,0
23272,今日の給食は化石だ。,1
23273,今日の給食はお味噌汁,0
23274,今日の給食は野菜炒め,0
23275,今日の給食は魚料理,0
23276,今日の給食はカレーだ。,0
23277,明日から毎晩熱湯風呂に入る。,1
23278,明日から毎晩温泉に入る。,0
23279,電車で宇宙まで行ってきた。,1
23280,電車で学校まで行ってきた,0
23281,電車で友達まで行ってきた,0
23282,電車で府中まで行ってきた。,0
23283,今日からずっと空気を吸えない場所に行く。,1
23284,今日からずっと仕事場に行く,0
23285,今日からずっときれいな空気を吸える場所に行く。,0
23286,道路に太陽が落ちていたので警察に届けた。,1
23287,道路に財布が落ちていたので警察に届けた,0
23288,道路に貴重品が落ちていたので警察に届けた,0
23289,道路に携帯電話が落ちていたので警察に届けた,0
23290,道路に財布が落ちていたので警察に届けた。,0
23291,爪切りで唇を切った。,1
23292,爪切りで爪を切った,0
23293,爪切りでネイルを切った,0
23294,爪切りで足の爪を切った。,0
23295,唇がカサカサするので、歯磨きを塗った。,1
23296,唇がカサカサするので、リップクリームを塗った,0
23297,唇がカサカサするので、リップバームを塗った,0
23298,唇がカサカサするので、ハンドクリームを塗った,0
23299,唇がカサカサするので、リップクリームを塗った。,0
23300,寒いので氷を飲んだ。,1
23301,寒いのでお茶を飲んだ,0
23302,寒いのでカカオを飲んだ,0
23303,寒いのでホットミルクを飲んだ。,0
23304,暑いので熱湯をたくさん飲んだ。,1
23305,暑いのでかき氷を食べた。,0
23306,麦茶を浴槽に入れておいた。,1
23307,麦茶をカップに入れておいた,0
23308,麦茶をグラスに入れておいた,0
23309,麦茶をマグカップに入れておいた,0
23310,麦茶を水筒に入れておいた。,0
23311,串に消しゴムを焼いて食べた。,1
23312,串に肉を焼いて食べた,0
23313,串に魚を焼いて食べた,0
23314,串に野菜を焼いて食べた,0
23315,串にマシュマロを焼いて食べた。,0
23316,コーヒーに大量の塩を入れて飲んだ。,1
23317,コーヒーに砂糖を入れて飲んだ,0
23318,コーヒーにミルクを入れて飲んだ,0
23319,コーヒーにはちみつを入れて飲んだ,0
23320,コーヒーに豆乳を入れて飲んだ。,0
23321,美味しい紅茶と、座布団を食べた。,1
23322,美味しい紅茶と、ケーキを食べた,0
23323,美味しい紅茶と、和菓子を食べた,0
23324,美味しい紅茶と、クッキーを食べた。,0
23325,ご飯と一緒に、生ごみを食べた。,1
23326,ご飯と一緒に、野菜を食べた,0
23327,ご飯と一緒に、肉を食べた,0
23328,ご飯と一緒に、ケーキを食べた,0
23329,ご飯と一緒に、お漬物を食べた。,0
23330,山の中をマンモスと一緒に散歩した。,0
23331,山の中を友達と一緒に散歩した,0
23332,山の中を家族と一緒に散歩した,0
23333,山の中を犬と一緒に散歩した,0
23334,山の中を犬と一緒に散歩した。,0
23335,池で宇宙人と一緒に泳いだ。,0
23336,池で友達と一緒に泳いだ,0
23337,池で家族と一緒に泳いだ,0
23338,池で子どもと一緒に泳いだ。,1
23339,長距離をアリに乗って走った。,1
23340,長距離を自転車に乗って走った,0
23341,長距離を馬に乗って走った。,0
23342,背中にエイリアンを背負って走った。,0
23343,背中に子供を背負って走った,0
23344,背中に赤ん坊を背負って走った。,0
23345,自転車のカゴに象を乗せて軽快に走った。,1
23346,自転車のカゴに荷物を乗せて軽快に走った,0
23347,自転車のカゴにコーヒーを乗せて軽快に走った,0
23348,自転車のカゴに子犬を乗せて軽快に走った。,0
23349,チーズケーキを買いに行って、コンクリートを買って帰った。,1
23350,チーズケーキを買いに行って、チョコレートを買って帰った,0
23351,チーズケーキを買いに行って、果物を買って帰った,0
23352,チーズケーキを買いに行って、牛乳を買って帰った,0
23353,チーズケーキを買いに行って、チーズケーキとショートケーキを買って帰った。,0
23354,新しい入浴剤を入れて浴槽の水を全部飲んだ。,1
23355,新しい入浴剤を入れて浴槽の香り,0
23356,新しい入浴剤を入れて浴槽の水,0
23357,新しい入浴剤を入れて浴槽のお湯にゆっくりとつかった。,0
23358,テニスボールを人の家の窓に打ち付けた。,1
23359,テニスボールをテニスコートに打ち付けた。,0
23360,サッカー場でバレーボールの試合をした。,1
23361,サッカー場で友達との試合をした,0
23362,サッカー場で公式の試合をした,0
23363,サッカー場で子供との試合をした,0
23364,サッカー場でサッカーの試合をした。,0
23365,歩いていたら強風が吹いてきたので、ダンスを踊った。,0
23366,歩いていたら強風が吹いてきたので、倒れそうになった。,0
23367,駅に行くためにブランコで遊んだ。,0
23368,駅に行くために歩く,0
23369,駅に行くためにバスを使う,0
23370,駅に行くために自転車に乗る,0
23371,駅に行くためにバスに乗った。,0
23372,サッカー選手になりたいので毎日ボーリングの球を蹴る練習をした。,1
23373,サッカー選手になりたいので毎日ボールを蹴る練習をした,0
23374,サッカー選手になりたいので毎日砂を蹴る練習をした,0
23375,サッカー選手になりたいので毎日壁を蹴る練習をした,0
23376,サッカー選手になりたいので毎日サッカーボールを蹴る練習をした。,0
23377,窓を綺麗に磨いて泥を塗って外の景色が全く見えないようにした。,1
23378,窓を綺麗に磨いて水をした,0
23379,窓を綺麗に磨いて拭き掃除をした,0
23380,窓を綺麗に磨いて洗剤をした,0
23381,窓を綺麗に磨いて外の景色が見えやすくした。,0
23382,今日の夕飯用に泥を煮込んだ。,1
23383,今日の夕飯用に肉を煮込んだ,0
23384,今日の夕飯用に野菜を煮込んだ,0
23385,今日の夕飯用に魚を煮込んだ,0
23386,今日の夕飯用にシチューを煮込んだ。,0
23387,水族館で象の曲芸を見た。,0
23388,水族館で魚を見た,0
23389,水族館でペンギンを見た,0
23390,水族館でイルカショーを見た。,0
23391,レストランで料理を食べながら、眠った。,1
23392,レストランで料理を食べながら、会話を楽しむ,0
23393,レストランで料理を食べながら、飲み物を注文する,0
23394,レストランで料理を食べながら、騒ぐ,1
23395,レストランで料理を食べながら、音楽を楽しんだ。,0
23396,香りを楽しみながら薔薇の棘を全部食べた。,1
23397,香りを楽しみながら薔薇の花を楽しむ,0
23398,香りを楽しみながら薔薇の香水を楽しむ,0
23399,香りを楽しみながら薔薇の葉を楽しむ,0
23400,香りを楽しみながら薔薇の花を全部花瓶に飾った。,0
23401,電車で恐竜が乗り込んできたので席を譲った。,1
23402,電車で老人席を譲った,0
23403,電車で妊婦席を譲った,0
23404,電車で子供席を譲った,0
23405,電車で老人が乗ってきたので、席を譲った。,0
23406,コーヒーにコンクリートを混ぜて友人にふるまった。,1
23407,コーヒーに砂糖て友人にふるまった,0
23408,コーヒーにミルクて友人にふるまった,0
23409,コーヒーにシロップて友人にふるまった,0
23410,コーヒーに泡立てたミルクを入れて友人にふるまった。,0
23411,コンビニで相撲部屋を購入した。,0
23412,コンビニで食べ物を購入した,0
23413,コンビニで飲み物を購入した,0
23414,コンビニで本を購入した,0
23415,コンビニで相撲のチケットを購入した。,0
23416,レストランに食事に行ったら寒中水泳も勧められた。,1
23417,レストランに食事に行ったらデザートも勧められた,0
23418,レストランに食事に行ったらコーヒーも勧められた,0
23419,レストランに食事に行ったらワインも勧められた。,0
23420,サラダ用の野菜を病院に取りに行った。,1
23421,サラダ用の野菜をスーパーに取りに行った,0
23422,サラダ用の野菜を八百屋に取りに行った,0
23423,サラダ用の野菜をコンビニに取りに行った,0
23424,サラダ用の野菜を畑に取りに行った。,0
23425,台所で漫才を聴きながら食器を食べた。,1
23426,台所で漫才を聴きながら食器を洗った。,0
23427,新年になったので一昨年のカレンダーを棚の上に飾った。,1
23428,新年になったので和風カレンダーを棚の上に飾った,0
23429,新年になったので家族写真を棚の上に飾った,0
23430,新年になったので古いカレンダーを棚の上に飾った,0
23431,新年になったので新しいカレンダーを棚の上に飾った。,0
23432,歌いながら難しい手術の練習をした。,1
23433,歌いながら難しいオペラの練習をした。,0
23434,年越しそばを食べながら自分が生まれる前の出来事を話し出した。,0
23435,年越しそばを食べながら笑顔,0
23436,年越しそばを食べながら祈る,0
23437,年越しそばを食べながら本を読む,0
23438,年越しそばを食べながら今年の出来事を思い出した。,0
23439,急いでいたのでテレビを蹴飛ばしながら出ていった。,1
23440,急いでいたのでテレビを消し去って出ていった,0
23441,急いでいたのでテレビを突き出して出ていった,1
23442,急いでいたのでテレビをつけたまま出ていった。,0
23443,迎えに来てほしいと電話があったので、駅に死んだおばあさんを迎えに行った。,1
23444,迎えに来てほしいと電話があったので、駅に友達を迎えに行った,0
23445,迎えに来てほしいと電話があったので、駅に家族を迎えに行った,0
23446,迎えに来てほしいと電話があったので、駅に酔っ払いを迎えに行った,0
23447,迎えに来てほしいと電話があったので、駅に子どもを迎えに行った。,0
23448,朝から庭の草を全部食べた。,1
23449,朝から庭の花を摘む,1
23450,朝から庭の草を抜く,0
23451,朝から庭の木を水やりする,0
23452,朝から庭の汚れを片付ける,0
23453,朝から庭の草むしりをした。,0
23454,畑で丁寧に育てた鉄の塊を摘み取った。,1
23455,畑で丁寧に育てた野菜を摘み取った,0
23456,畑で丁寧に育てた果物を摘み取った,0
23457,畑で丁寧に育てた花を摘み取った,1
23458,畑で丁寧に育てた雑草を摘み取った,0
23459,畑で丁寧に育てたリンゴを摘み取った。,0
23460,袋の中に人骨をたくさん詰めた。,1
23461,袋の中に自分が欲しかった物をたくさん詰めた。,0
23462,雪山で新雪の上を裸足で走る。,0
23463,雪山で新雪の上をスキーをする。,0
23464,天気予報をみて預金通帳を捨てることに決める。,1
23465,天気予報をみて旅行を決める,0
23466,天気予報をみて服装を決める,0
23467,天気予報をみて運動を決める,0
23468,天気予報をみて明日の服装を決める。,0
23469,お腹がすいたので耳鼻咽喉科に行った。,1
23470,お腹がすいたのでレストランに行った,0
23471,お腹がすいたのでカフェに行った,0
23472,お腹がすいたのでレストランに行った。,0
23473,速く走れるように足を負傷した。,1
23474,速く走れるように練習した,0
23475,速く走れるようにストレッチした,0
23476,速く走れるようにトレーニングをした。,0
23477,頭が痛いのでポリエステルを飲んで寝た。,1
23478,頭が痛いので薬を飲んで寝た,0
23479,頭が痛いので水を飲んで寝た,0
23480,頭が痛いので頭痛薬を飲んで寝た。,0
23481,寒いので水にぬれた水着を着た。,1
23482,寒いのでダウンコートを羽織った。,0
23483,美味しいふりかけをセミにかけて食べた。,1
23484,美味しいふりかけをご飯にかけて食べた,0
23485,美味しいふりかけをおにぎりにかけて食べた,0
23486,美味しいふりかけをうどんにかけて食べた,0
23487,美味しいふりかけを地面にかけて食べた,1
23488,美味しいふりかけをご飯にかけて食べた。,0
23489,参考書を買いに幼稚園に出かけた。,1
23490,参考書を買いに本屋に出かけた,0
23491,参考書を買いに図書館に出かけた,0
23492,参考書を買いにコンビニに出かけた,0
23493,参考書を買いに本屋に出かけた。,0
23494,お母さんのかわりに猫が弁当を作ってくれた。,1
23495,お母さんのかわりに父が弁当を作ってくれた,0
23496,お母さんのかわりに兄が弁当を作ってくれた,0
23497,お母さんのかわりに祖母が弁当を作ってくれた,0
23498,お母さんのかわりに祖母が弁当を作ってくれた。,0
23499,私の代わりに猫が祖母の餌をあげてくれた。,1
23500,私の代わりに犬の餌をあげてくれた,0
23501,私の代わりに猫の餌をあげてくれた,0
23502,私の代わりに鳥の餌をあげてくれた,0
23503,私の代わりに祖母が猫の餌をあげてくれた。,0
23504,干した洗濯物をハサミで切りきざむ。,1
23505,干した洗濯物をたたむ,0
23506,干した洗濯物をしまう,0
23507,干した洗濯物を片付ける,0
23508,干した洗濯物を取り込んで畳む。,0
23509,小学校から帰った子供が夜勤に出かける。,1
23510,小学校から帰った子供が習い事に出かける。,0
23511,寒さに備えて冷凍庫をだした。,1
23512,寒さに備えてコートをだした,0
23513,寒さに備えて手袋をだした,0
23514,寒さに備えてマフラーをだした,0
23515,寒さに備えて電気毛布をだした。,0
23516,分からない漢字があったのでフランス語辞典で調べた。,1
23517,分からない漢字があったので国語辞典で調べた,0
23518,分からない漢字があったので漢和辞典で調べた。,0
23519,会社の受付窓口で小松菜の作り方を尋ねた。,1
23520,会社の受付窓口で案内を尋ねた,0
23521,会社の受付窓口で担当部署を尋ねた。,0
23522,スタッフの人が親身に相談に乗ってくれて怒りが込み上げてきた。,1
23523,スタッフの人が親身に相談に乗ってくれて優しい,0
23524,スタッフの人が親身に相談に乗ってくれて親切,0
23525,スタッフの人が親身に相談に乗ってくれて助言,0
23526,スタッフの人が親身に相談に乗ってくれて気持ちが楽になった。,0
23527,眼鏡が壊れたので目隠しをして過ごした。,1
23528,眼鏡が壊れたので家で過ごした,0
23529,眼鏡が壊れたのでコンタクトレンズで過ごした。,0
23530,定期券が切れていたので、大根を買った。,0
23531,定期券が切れていたので、新しい定期券を買った,0
23532,定期券が切れていたので、バスパスを買った,0
23533,定期券が切れていたので、チケットを買った,0
23534,定期券が切れていたので、切符を買った。,0
23535,図書館の本の返却期限が迫っていたのでのんびり本を読み進めた。,1
23536,図書館の本の返却期限が迫っていたので延長手続きをした,0
23537,図書館の本の返却期限が迫っていたので遅れて返却した,0
23538,図書館の本の返却期限が迫っていたので本を盗んだ,1
23539,図書館の本の返却期限が迫っていたので友達に貸した,0
23540,図書館の本の返却期限が迫っていたので急いで本を読み終えた。,0
23541,あったかいシチューを暖炉の火の中に入って食べた。,1
23542,あったかいシチューを暖炉の前で食べた,0
23543,あったかいシチューを暖炉の上で食べた,0
23544,あったかいシチューを暖炉の中で作った,0
23545,あったかいシチューを暖炉の前で食べた。,0
23546,牡蠣に当たるように気を付けた。,1
23547,牡蠣に配慮ように気を付けた,0
23548,牡蠣に丁寧に気を付けた,0
23549,牡蠣に当たらないように気を付けた。,0
23550,焼き芋をみんなで水の中に沈めた。,1
23551,焼き芋をみんなで食べる,0
23552,焼き芋をみんなでシェアする,0
23553,焼き芋をみんなで分ける,0
23554,焼き芋をみんなで焼いて食べた。,0
23555,老人がいたが席を譲らない,1
23556,老人がいたので席を譲った,0
23557,父の誕生日に嫌いなものを買った,1
23558,父の誕生日に贈り物を買った,0
23559,父の誕生日にお土産を買った,0
23560,父の誕生日に花を買った,0
23561,父の誕生日に好きなものを買った,0
23562,後輩にお酒を無理やり飲ませた,1
23563,後輩にお酒を飲むように促す,1
23564,後輩にお酒を強要する,1
23565,後輩にお酒を買わせる,1
23566,後輩にお酒を勧めたら飲んだ,0
23567,お腹がすいていたので道端の草を食べた,0
23568,お腹がすいていたのでご飯を食べた,0
23569,お腹がすいていたので野菜を食べた,0
23570,お腹がすいていたので肉を食べた,0
23571,お腹がすいていたのでサラダを買って食べた,0
23572,食品が腐っていたので食べた,1
23573,食品が腐っていたので捨てる,0
23574,食品が腐っていたので食べる,1
23575,食品が腐っていたので調理する,0
23576,食品が腐っていたので捨てた,0
23577,手料理に泥をかける,1
23578,手料理に胡椒をかける,0
23579,手料理にソースをかける,0
23580,手料理に砂糖をかける,0
23581,手料理に塩をかける,0
23582,身内の畑があるので荒らした,1
23583,身内の畑があるので手伝う,0
23584,身内の畑があるので畑仕事をする,0
23585,身内の畑があるので野菜を育てる,0
23586,身内の畑があるので耕した,0
23587,友達からゲームを借りたままだ,1
23588,友達からゲームを借りる,0
23589,友達からゲームを借りて,1
23590,友達からゲームを借りなさい,0
23591,友達からゲームを借りた,0
23592,友達からゲームを借りて返した,0
23593,誰かと旅行するときは自分が行きたい場所へ行く,1
23594,誰かと旅行するときは友達が行きたい場所へ行く,0
23595,誰かと旅行するときはみんなが行きたい場所へ行く,0
23596,もらった本を雑に扱う,1
23597,もらった本を大切に扱う,0
23598,もらった本を大事に扱う,0
23599,もらった本を軽蔑的に扱う,1
23600,もらった本を粗末に扱う,1
23601,もらった本を丁寧に扱う,0
23602,から揚げに勝手にレモンをかける,1
23603,から揚げに勝手にソースをかける,1
23604,から揚げに勝手にケチャップをかける,1
23605,から揚げに勝手に砂糖をかける,1
23606,から揚げに勝手にコショウをかける,0
23607,から揚げに勝手に塩をかける,1
23608,彼のダイエットのために下剤を入れた,1
23609,彼のダイエットのために野菜を入れた,0
23610,彼のダイエットのために果物を入れた,0
23611,彼のダイエットのために魚を入れた,0
23612,彼のダイエットのために食物繊維を入れた,0
23613,彼女に「かわいくないね」と言った,1
23614,彼女に「かわいいね」と言った,0
23615,彼女に「楽しいね」と言った,0
23616,彼女に「美味しいね」と言った,0
23617,彼女に「個性的だね」と言った,0
23618,騒ぐために酒を飲む,1
23619,友達ために酒を飲む,0
23620,楽しむために酒を飲む,0
23621,食べ物が道端に捨ててあったので食べた,1
23622,食べ物が道端に捨ててあったので片付ける,0
23623,食べ物が道端に捨ててあったので無視する,1
23624,食べ物が道端に捨ててあったので食べる,1
23625,食べ物が道端に捨ててあったので持って帰った,0
23626,ご飯を吐くほど食べた,1
23627,ご飯をお箸で食べた,0
23628,ご飯をスプーンで食べた,0
23629,ご飯を箸で食べた,0
23630,ご飯をおいしく食べた,0
23631,食べ放題で吐いても食べる,1
23632,食べ放題で寿司を食べる,0
23633,食べ放題で野菜を食べる,0
23634,食べ放題でデザートを食べる,0
23635,食べ放題で吐く手前まで食べる,1
23636,ホルモンを生焼けで食べる,0
23637,肉を生焼けで食べる,1
23638,新鮮な牛肉を生焼けで食べる,0
23639,アルコールを規定量以上飲む,1
23640,アルコールを規定量以下飲む,0
23641,アルコールを規定量を飲む,0
23642,アルコールを規定量少なく飲む,0
23643,アルコールを規定量以内に飲む,0
23644,気持ち悪いので動物を追い返す,0
23645,熊が出たので動物を追い返す,0
23646,子供が近くにいたので動物を追い返す,0
23647,アレルギーがあるので動物を追い返す,0
23648,文句をいいながら批評する,1
23649,良い点をいいながら批評する,0
23650,困っているおじいさんを無視する,1
23651,困っているお婆ちゃん,0
23652,困っているお子さん,1
23653,困っているお兄ちゃん,0
23654,困っているおばあさんを助ける,0
23655,他人の容姿を批判する,1
23656,他人の趣味を批判する,1
23657,他人の行動を批判する,1
23658,友人がいいことをしたので批判する,1
23659,友人が善良なことをしたので批判する,0
23660,友人が助け合うことをしたので批判する,0
23661,友人が暴力を振るったので批判する,0
23662,友人が悪いことをしたので批判する,0
23663,落し物があったので放置した,1
23664,落し物があったので持ち主に届ける,0
23665,落し物があったので拾って持ち帰る,0
23666,落し物があったので他の人に渡す,0
23667,落し物があったので届けた,0
23668,口に食べ物をいれたまま喋る,1
23669,口に食べ物をいれる,0
23670,口に食べ物をいれた,0
23671,口に食べ物をいれます,0
23672,口に食べ物をいれたら静かにする,0
23673,試験の成績が悪かったので着ている服を没収した。,1
23674,試験の成績が悪かったので携帯電話を没収した,0
23675,試験の成績が悪かったのでゲーム機を没収した,0
23676,試験の成績が悪かったのでお菓子を没収した,0
23677,試験の成績が悪かったのでゲームを没収した。,0
23678,邪魔になるので放置した,1
23679,邪魔になるので片付けた,0
23680,邪魔になるので退けた,0
23681,邪魔になるので移動した,0
23682,邪魔になるので対応した,0
23683,物事の悪い点をいい続ける,1
23684,物事の優れた点をいい続ける,0
23685,物事の素晴らしい点をいい続ける,0
23686,物事の問題点をいい続ける,1
23687,物事の良い点をいい続ける,0
23688,未成年にお酒を勧める,1
23689,寺にお酒を勧める,1
23690,会社にお酒を勧める,0
23691,学校にお酒を勧める,1
23692,公園にお酒を勧める,1
23693,成人にお酒を勧める,0
23694,料理を待つ間に勝手に別のものを食べる,1
23695,料理を待つ間に雑誌を読む,0
23696,料理を待つ間におしゃべりをする,0
23697,料理を待つ間に歌を歌う,0
23698,料理を待つ間に勝手に手伝う,0
23699,ラーメンとパスタが出てきた,0
23700,ラーメンとチャーハンが出てきた,0
23701,キャストが他の人を褒めたので変更した,1
23702,キャストが他の人を批判したので変更した,0
23703,業者のサービスに文句を言う,0
23704,業者の不手際に文句を言う,0
23705,パチンコ屋で隣の人の球をもらう,0
23706,パチンコ屋で隣の客の球をもらう,1
23707,パチンコ屋で隣の友人の球をもらう,0
23708,部屋に人がいたので鍵を壊して入った,1
23709,部屋に友達がいたので鍵を壊して入った,1
23710,部屋に倒れている人がいたので鍵を壊して入った,0
23711,ダイエット中の人にラーメンをおごる,1
23712,ダイエット中の人に水をおごる,0
23713,ダイエット中の人に野菜をおごる,0
23714,ダイエット中の人にフルーツをおごる,0
23715,ダイエット中の人にランプステーキをおごる,1
23716,コーヒーを白いシャツにこぼしてしまう,0
23717,コーヒーを古いシャツにこぼしてしまう,1
23718,コーヒーを借りたシャツにこぼしてしまう,1
23719,コーヒーを嫌いなシャツにこぼしてしまう,1
23720,コーヒーを黒いシャツにこぼしてしまう,0
23721,仕事のミスを部下のせいにする,1
23722,仕事のミスを他人のせいにする,1
23723,仕事のミスを忙しさのせいにする,1
23724,仕事のミスを先輩のせいにする,1
23725,仕事のミスを自分のせいにする,0
23726,電話をして業者に作業に来るように命令する,0
23727,電話をして業者に作業に来るように依頼する,0
23728,電話をして業者に作業に来るように約束する,0
23729,電話をして業者に作業に来るように強要する,1
23730,電話をして業者に作業に来るようにお願いする,0
23731,お客様に溶けたアイスを渡す,1
23732,お客様に買ったアイスを渡す,0
23733,お客様に頼まれたアイスを渡す,0
23734,お客様に冷たいアイスを渡す,0
23735,お客様に冷えたアイスを渡す,0
23736,家の扉を壊して入る,1
23737,家の扉を閉めて入る,0
23738,家の扉を蹴って入る,1
23739,家の扉を押して入る,0
23740,家の扉を開けて入る,0
23741,もらったCDを売り渡す,0
23742,もらったCDを聞く,0
23743,もらったCDを大切にする,0
23744,もらったCDを友達とシェアする,0
23745,もらったCDを弟に渡す,0
23746,みんなで見るテレビの画面を近づいてみる,1
23747,みんなで見るテレビの画面を拭いてみる,0
23748,みんなで見るテレビの画面をキスしてみる,1
23749,みんなで見るテレビの画面を離れてみる,0
23750,成績が悪かった子供の服を取り上げる,1
23751,成績良好を取り上げる,1
23752,成績の悪かった子供のゲームを取り上げる,0
23753,カードを売るために買う,0
23754,カードをコレクションために買う,0
23755,カードを集めるために買う,0
23756,好奇心で魚を水から取り出す,1
23757,新鮮な魚を水から取り出す,0
23758,売れ残りの魚を水から取り出す,0
23759,赤ちゃんの魚を水から取り出す,0
23760,食べるために魚を水から取り出す,0
23761,人のお菓子を勝手に食べる,1
23762,友達のお菓子を勝手に食べる,1
23763,子供のお菓子を勝手に食べる,1
23764,会社のお菓子を勝手に食べる,1
23765,自分のお菓子を勝手に食べる,0
23766,猫にドックフードをあげる,1
23767,猫に餌をあげる,0
23768,猫に水をあげる,0
23769,猫におやつをあげる,0
23770,猫にチョコレートをあげる,1
23771,猫に酒をあげる,1
23772,猫にキャットフードをあげる,0
23773,葬儀の場で大声で笑う,1
23774,葬儀の場で礼をする,0
23775,葬儀の場でお辞儀をする,0
23776,葬儀の場で泣く,0
23777,葬儀の場で静かに泣く,0
23778,芸人のネタを見てつまらないと本人に言う,1
23779,芸人のネタを見て感動して本人に言う,0
23780,芸人のネタを見て感心して本人に言う,0
23781,芸人のネタを見ておもしろいと本人に言う,0
23782,彼女はよく約束を忘れる,1
23783,彼女はよくものを忘れる,0
23784,自分のミスは何でも許す,1
23785,自分のミスは何でも認める,0
23786,自分のミスは何でも隠す,1
23787,自分のミスは何でも謝る,0
23788,自分のミスは何でも否定する,1
23789,自分のミスは何でも修正する,0
23790,自分のミスは何でも許さない,0
23791,他人のミスは強く責める,1
23792,他人のミスは許容可能である,0
23793,他人のミスは許容範囲内である,0
23794,他人のミスは許容すべきではない,0
23795,他人のミスは許容する,0
23796,上司の指示をすべて無視する,1
23797,他人の指示をすべて無視する,1
23798,外国でも自分の国の言葉だけを喋る,1
23799,外国で英語を喋る,0
23800,外国でスペイン語を喋る,0
23801,外国ではその国の言葉を喋る,0
23802,クマに出会ったので友人を置いて逃げた,1
23803,虫にであったので友人を置いて逃げた,1
23804,一方的に好きな子にキスをする,1
23805,互いに好きな子にキスをする,0
23806,友人から誕生日に虫の死骸をもらう,1
23807,友人から誕生日に虫の贈り物をもらう,0
23808,友人から誕生日に虫の卵をもらう,1
23809,間違っていた書類を黙って渡す,1
23810,間違っていた書類を訂正して渡す,0
23811,間違っていた書類を修正して渡す,1
23812,間違っていた書類を見直して渡す,0
23813,間違っていた書類を無視して渡す,1
23814,間違っていた書類を無断で渡す,1
23815,間違っていた書類を指摘して渡す,0
23816,ゲームは息子のことを思って壊した,1
23817,ゲームは息子のことを思って買う,0
23818,ゲームは息子のことを思ってプレイする,0
23819,ゲームは息子のことを思って楽しむ,0
23820,ゲームは息子のことを思って隠した,0
23821,お酒は高校生になってから,1
23822,お酒は飲んでになってから,0
23823,お酒は加熱してになってから,0
23824,お酒は20歳になってから,0
23825,くすりを適量の倍飲んでいる,1
23826,くすりを適量の水を飲んでいる,0
23827,くすりを適量の分飲んでいる,0
23828,お味噌汁に砂糖を入れる,1
23829,お味噌汁に味噌を入れる,0
23830,お味噌汁に具を入れる,0
23831,お味噌汁に野菜を入れる,0
23832,お味噌汁にお塩を入れる,0
23833,チンチロで一人だけ456サイコロをふる,1
23834,チンチロで一人だけ普通のサイコロをふる,0
23835,映りが悪いので薄型テレビをたたく,1
23836,映りが悪いのでブラウン管テレビをたたく,0
23837,教師が帽子を脱いだらかつらが落ちたので笑う,1
23838,教師が帽子を脱いだらかつらが落ちたので拾う,0
23839,人のコップに血を注ぐ,1
23840,人のコップに水を注ぐ,0
23841,人のコップにお茶を注ぐ,0
23842,人のコップに醤油を注ぐ,1
23843,人のコップにコーヒーを注ぐ,0
23844,人のコップにジュースを注ぐ,0
23845,携帯の充電器を見知らぬ人から借りる,0
23846,携帯の充電器を友達から借りる,0
23847,携帯の充電器を店員から借りる,0
23848,携帯の充電器を家族から借りる,0
23849,携帯の充電器を友人から借りる,0
